Job Title,Job Experience Required,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
 Sales Head for It Consulting Company in Gurgaon,4 - 8 yrs,Gurgaon,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager,77.00270015,28.42826235,2522
 Adeeba Group is Currently hiring for US Inbound Tech Process.,2 - 7 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,2739
 Mechanical Engineer Require For Shut Down,5 - 10 yrs,Kolkata,"Production , Manufacturing , Maintenance","Oil and Gas, Energy, Power, Infrastructure",Service/Maintenance Engineer,88.35769124,22.5414185,2459
 CARE Specialist,2 - 5 yrs,Ahmedabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","Printing, Packaging",Associate/Senior Associate -(NonTechnical),72.5797068,23.0216238,1678
 Opening For Fresher,0 - 1 yrs,Chennai,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),80.270186,13.0836939,6591
 Technical Support Associate / Technical Sales Associate-Inbound Voice ,0 - 3 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5972
 Head of Maintenance,12 - 18 yrs,"Mumbai,Pune","Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Head/VP/GM-Production/Manufacturing/Maintenance,73.85682537,18.52930005,6176
" Tcs Hiring For Support Analyst - Bigdata(apache Hadoop,aws Certified)",2 - 6 yrs,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,80.270186,13.0836939,4642
 Job Opening For Corporate Sales (insurance Broking) Mumbai/ Bangalore,3 - 8 yrs,"Mumbai,Bengaluru","Sales , Retail , Business Development",Insurance,Sales/Business Development Manager,77.57184720000001,13.0002869,2977
Spring Boot, 3 - 8 Years, Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Team Lead/Technical Lead,77.590082,12.9767936,5170
 Sr. Engineer Design (Mechanical),2 - 6 yrs,Pune,"Engineering Design , R&D","Strategy, Management Consulting Firms",Senior Design Engineer,73.8544541,18.521428,2998
 Senior Manager Cost & Program Management,6 - 9 yrs,Bengaluru,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Purchase/Vendor Development Manager,77.590082,12.9767936,6415
 Outbound Sales Executive,1 - 5 yrs,Pune,Other,Other,Other,73.8544541,18.521428,6063
 US Tech Process,0 - 1 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,4291
" Community Manager,",0 - 1 yrs,Bengaluru,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Front Office/Guest Relations Executive/Manager,77.590082,12.9767936,5975
 Software Engineer- Mobile Applications - Android,3 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,1915
 Hardware Board Design Engineer,3 - 8 yrs,Bengaluru,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer,77.590082,12.9767936,5066
 Corporate Head - Operations,5 - 10 yrs,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Security, Law Enforcement",Head/VP/GM-Operations,72.8773928,19.075989899999996,5426
 HR Recruitment Executive,1 - 3 yrs,Noida,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Recruitment Executive,77.3271074,28.5707841,5525
 Software Engineer Android,2 - 6 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4995
 Sales Coordinator,0 - 2 yrs,Ahmedabad,"Sales , Retail , Business Development","Retail, Wholesale",Counter Sales,72.5797068,23.0216238,2453
 Ecommerce Executive,0 - 5 yrs,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,2912
 Team Lead / Dev Lead,5 - 7 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,3472
 Andriod Developer,0 - 2 yrs,"Mumbai,Mumbai Suburbs",Other,"Media, Entertainment, Internet",Other,72.9249,19.0637885,6374
 Physics Teacher,4 - 6 yrs,Mumbai,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,72.8773928,19.075989899999996,5664
 Manager Sales &amp; Marketing,12 - 15 yrs,"Delhi NCR,Mumbai","Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,121.0977529,14.671973199999998,6661
 Design Engineer,2 - 7 yrs,Hyderabad,"Engineering Design , R&D","IT-Software, Software Services",Design Engineer,78.4740613,17.360589,2555
 VERY Urgent Opening for IT Recruiter & Non IT Recruiter !! Apply NOW ,1 - 5 yrs,Pune,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,73.8544541,18.521428,5520
 Associate,0 - 3 yrs,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.590082,12.9767936,2192
 Receptionist (Female),1 - 5 yrs,Delhi,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Receptionist,77.22193879999999,28.6517178,3410
 Senior .NET Developer,2 - 7 yrs,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,1670
 Supply Chain - Import Export Executive,1 - 2 yrs,Chennai,Purchase / Logistics / Supply Chain,"Automobile, Auto Anciliary, Auto Components",Logistics Executive,80.270186,13.0836939,1838
 Walk-in Drive for Java Dev/sr. Dev on 29th June at Delhi,2 - 7 yrs,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,2257
 Hiring for Spring Boot Developer-noida,2 - 3 yrs,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,4379
 Dynamic CRM Architect,8 - 12 yrs,Bengaluru,"IT Software - ERP , CRM","IT-Software, Software Services",Technical Architect,77.590082,12.9767936,2417
 SE / SSE - DATA,3 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Telcom, ISP",Software Developer,77.590082,12.9767936,5800
 Hiring for Accounts Manager (business Development)- Radio In,2 - 6 yrs,Mumbai,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales/Business Development Manager,72.8773928,19.075989899999996,5115
Urgent Openings for O2C, 0 - 2 Years, Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit",Accounting / Finance,Accounts Executive/Accountant,77.00270015,28.42826235,2662
 ARCHITECTURAL CAD,2 - 7 yrs,Kolkata,"Architecture , Interior Design","Construction, Engineering, Cement, Metals",Architect,88.35769124,22.5414185,3895
 Assistant Manager Purchase,10 - 12 yrs,"Gurgaon,Manesar","Supply Chain , Logistics , Purchase , Materials","Electricals, Switchgears",Purchase Executive,76.92637867,28.32470955,2207
 Hiring for Manager Quality ( Voice and Chat),3 - 6 yrs,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance/Quality Control Manager,77.12121479999999,28.688243800000002,5672
" South Indian Cook,",2 - 5 yrs,Bengaluru,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive/Master Chef,77.590082,12.9767936,3668
 Sharepoint Support Engineer,5 - 8 yrs,Bengaluru,"IT Software - Network Administration , Security",IT-Hardware & Networking,Technical Support Engineer,77.590082,12.9767936,4677
 Asst Sales Manager_ API_ Chemical Distribution_ Mumbai,7 - 12 yrs,Mumbai,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,72.8773928,19.075989899999996,4098
 Java- Technical Lead- Tavant Technologies - Hyderabad,5 - 9 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,78.4740613,17.360589,6454
 Hiring For Oracle Apps DBA@ Hyderabad,10 - 20 yrs,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",DBA,78.4740613,17.360589,5279
 Walk in For Pharmacist @ 1mg Technologies || Gurugram Sec 14,2 - 7 yrs,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Pharmacist/Chemist/Bio Chemist,77.00270015,28.42826235,2070
 HR Trainer,2 - 5 yrs,Bengaluru,"Teaching , Education , Training , Counselling","BPO, Call Centre, ITeS",Technical / Process Trainer,77.590082,12.9767936,6205
 Project Manager For Civil Work,10 - 20 yrs,Ahmedabad (Ellisbridge) ,"Production , Manufacturing , Maintenance","Real Estate, Property",Project Manager-Production/Manufacturing/Maintenance,72.57164159999999,23.022886,2387
 Vacancy For Motion Graphic Artist,5 - 7 yrs,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,6180
 Business Associate,0 - 3 yrs,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,1988
 Project Support Officer/Administrator,1 - 5 yrs,Chennai,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services",Customer Support Engineer/Technician,80.270186,13.0836939,5330
" Immediate Requirement For Officer - IT @ Vibgyor High, Electronic City",1 - 6 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Education, Teaching, Training",System Administrator,77.590082,12.9767936,1542
 Procurement - MDM,2 - 7 yrs,Gurgaon,Purchase / Logistics / Supply Chain,"IT-Software, Software Services",Purchase/Vendor Development Manager,77.00270015,28.42826235,6851
 If You're an Experienced in International Tech Sales Then Call Us / In,1 - 4 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6184
 Senior Game Artist,3 - 8 yrs,Mumbai,IT Software - Telecom Software,"Animation, Gaming",Graphic/Web Designer,72.8773928,19.075989899999996,4353
 Manager (PR),5 - 8 yrs,Noida,"ITES , BPO , KPO , LPO , Customer Service , Operations","Education, Teaching, Training",Associate/Senior Associate -(NonTechnical),77.3271074,28.5707841,6753
 Senior Engineer Project,2 - 5 yrs,"Manesar,Gurgaon,haryana","Site Engineering , Project Management","IT-Software, Software Services",Project Manager-IT/Software,76.92637867,28.32470955,3887
 PERL Developer,6 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Software Developer,77.590082,12.9767936,6509
" SME Techincal Supervisor_ Red Hat, Fuse, Apache, Camel_magarpatta",12 - 16 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Subject Matter Expert,73.8544541,18.521428,6571
 Manager Brand Marketing,4 - 7 yrs,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","FMCG, Foods, Beverage",Product/Brand Manager,72.8773928,19.075989899999996,2257
 Oracle Fusion Apps_manufacturing_any Location,6 - 11 yrs,"Bengaluru,Pune","IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant,73.912743,18.232257,6517
 VP / Sr.vp Fire,17 - 27 yrs,Delhi NCR,"Production , Manufacturing , Maintenance","Real Estate, Property",Safety Officer/Manager,77.12121479999999,28.688243800000002,5622
 Data Science Engineer,5 - 10 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer,77.590082,12.9767936,2638
Executive - Lab Instruments Maintenance, 3 - 7 Years,Bengaluru,"Other Employment Type: Full Time, Permanent",Pharma / Biotech / Clinical Research,"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent",77.590082,12.9767936,2273
 Immediate job Opportunity For Printer Engineer in Mumbai - Vashi,1 - 2 yrs,Navi Mumbai,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,Customer Support Engineer/Technician,73.0198537,19.0308262,2111
 When you need a Roof you need a job. Come work with us,3 - 8 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6408
 Senior Data Analyst,2 - 7 yrs,"Mohali,Chandigarh",Analytics & Business Intelligence,"KPO, Research, Analytics",Data Analyst,76.6511232,30.7442722,2867
" Java / J2EE, Web Services also experienced in AngularJS",2 - 6 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,6050
 Senior US IT Recruiter / Senior US Recruiter,1 - 5 yrs,Hyderabad,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,78.4740613,17.360589,2793
 Sales Manager,4 - 9 yrs,Chennai,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales/Business Development Manager,80.270186,13.0836939,4726
 Accounts Executive For 1-2 Years Experience,1 - 2 yrs,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","BPO, Call Centre, ITeS",Accounts Executive/Accountant,77.3271074,28.5707841,2026
 Inbound Tour Manager,2 - 7 yrs,Noida,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Tour Management Manager/Senior Manager,77.3271074,28.5707841,3387
 Swimming Pool Technician,1 - 3 yrs,Bengaluru,"Site Engineering , Project Management",Other,Maintenance Engineer,77.590082,12.9767936,4718
Data Science Manager, 8 - 12 Years,"Pune,Gurgaon","Other Employment Type: Full Time, Permanent",Strategy / Management Consulting Firms,"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other",77.00270015,28.42826235,2506
 Associate Vice President - Talent Acquisition - Campus Hiring Program,12 - 18 yrs,Bengaluru,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-Recruitment,77.590082,12.9767936,5757
 Governance & Performance-Performance Management-Professors,7 - 10 yrs,Hyderabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor,78.4740613,17.360589,1816
 Operations - SME / Retail,12 - 15 yrs,Mumbai,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Head/VP/GM-Operations,72.8773928,19.075989899999996,6944
 Assistant Manager - HR Operations,4 - 6 yrs,Pune,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,73.8544541,18.521428,2647
 Senior Business Analyst - Sql/python,3 - 5 yrs,Delhi,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Business Analyst,77.22193879999999,28.6517178,2973
" .NET Developer (asp.net, MVC, C#)",2 - 5 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,6630
 Head- Land Management.,20 - 26 yrs,Gurgaon,"Legal , Regulatory , Intellectual Property","Real Estate, Property",Head/VP/GM-Regulatory Affairs,77.00270015,28.42826235,3707
 Sr. Business Analyst,2 - 5 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Business Analyst,78.4740613,17.360589,1817
 CNC Machine Operator,2 - 3 yrs,"Ahmedabad,Gandhinagar","Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Factory Head,72.5822818,23.1154284,6034
 Executive,5 - 10 yrs,Ahmedabad,"Architecture , Interior Design","Pharma, Biotech, Clinical Research",Architect,72.5797068,23.0216238,4555
 Presales Manager - Networking,3 - 8 yrs,Mumbai,Other,IT-Hardware & Networking,Other,72.8773928,19.075989899999996,6026
 Inside Sales Executive,3 - 5 yrs,"Delhi NCR,Bengaluru","Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,121.0977529,14.671973199999998,5338
 Customer Care Executive,0 - 1 yrs,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,77.12121479999999,28.688243800000002,4752
 HR - Talent scout specialist,2 - 4 yrs,Thane,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-HR,72.97017790000001,19.1943294,3948
 Sr. Sales Manager,8 - 10 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.075989899999996,3816
 Laundry Executive,1 - 3 yrs,Mumbai,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Housekeeping Executive/Assistant.,72.8773928,19.075989899999996,1950
 Accounts executive,2 - 7 yrs,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant,73.8544541,18.521428,3634
 MBA HR - Experience,5 - 10 yrs,Hyderabad,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,78.4740613,17.360589,4379
 System Analyst,2 - 3 yrs,Pune,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",System Analyst,73.8544541,18.521428,3638
 Account Assistance,2 - 3 yrs,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant,73.8544541,18.521428,6372
 Senior Embedded Engineer,3 - 5 yrs,Ahmedabad,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead,72.5797068,23.0216238,4199
 Urgent Opening For Asst. Manager-it Infrastructure - Mumbai,4 - 7 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Technical Support Engineer,72.8773928,19.075989899999996,1874
 Java Developer,4 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3145
 Sr. Software Engineer Android/Hybrid,3 - 5 yrs,Hyderabad,IT Software - System Programming,"IT-Software, Software Services",Software Developer,78.4740613,17.360589,4535
 Principal Engineer-Piping,15 - 18 yrs,Mumbai,"Engineering Design , R&D","Construction, Engineering, Cement, Metals",Technical Lead/Project Lead,72.8773928,19.075989899999996,2691
 Business Analyst - Structured Finance,1 - 4 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst,77.00270015,28.42826235,5537
Solution Architecting, 8 - 12 Years, Gurgaon,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect,77.00270015,28.42826235,6851
 Sales / Business Development,15 - 20 yrs,"Bengaluru,Chennai","Sales , Retail , Business Development","Recruitment, Staffing",Head/VP/GM/National Manager -Sales,77.55536409999999,13.0155238,4064
 Consultant,12 - 16 yrs,Pune,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Outside Technical Consultant,73.8544541,18.521428,4683
 Network & Security Architect- Pune,8 - 13 yrs,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,1834
 Business Development Manager,1 - 3 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.075989899999996,5681
 Assistant Vice President - Stock Broking - Delhi,3 - 8 yrs,Delhi NCR,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head/VP/GM/National Manager -Sales,77.12121479999999,28.688243800000002,3935
 Production Manager in Press Shop & Projection Welding,10 - 15 yrs,Greater Noida,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Production Manager,77.51376490000001,28.4670734,4859
 salesfoce Developer +3Years / Mumbai,3 - 8 yrs,"Mumbai,Pune","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.840292,18.9560691,4106
 Social Media Executive,0 - 1 yrs,Hyderabad,"Marketing , Advertising , MR , PR , Media Planning","Media, Entertainment, Internet",Social Media Marketing Manager,78.4740613,17.360589,5029
 Business Advisor,0 - 3 yrs,Kolkata,"Sales , Retail , Business Development","Strategy, Management Consulting Firms",Sales Executive/Officer,88.35769124,22.5414185,4045
" IT Recruiter, Technical Recruiter",0 - 4 yrs,Noida,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,77.3271074,28.5707841,1702
 SAP PLM Consultant - SAP MM Module,10 - 15 yrs,Hyderabad,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Consultant,78.4740613,17.360589,5553
 Python Manager - IIT/ IIM/ DSE/ ISI,3 - 6 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT/Networking-Manager,77.590082,12.9767936,2383
 Marketing Manager - Activation - Iit/nit,2 - 5 yrs,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager,72.8773928,19.075989899999996,6366
 Hiring .Net Developers for Hyderabad Location,3 - 6 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5419
 Senior BI Cognos Developer,7 - 12 yrs,Mumbai,"IT Software - DBA , Datawarehousing","Recruitment, Staffing",Software Developer,72.8773928,19.075989899999996,4428
 Technical Support Engineer,2 - 5 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Technical Support Engineer,73.8544541,18.521428,2457
 Senior Drupal Developer,5 - 10 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2905
 Pre Sales Executive,2 - 4 yrs,Pune,"Sales , Retail , Business Development","Real Estate, Property",Pre Sales Consultant,73.8544541,18.521428,4474
 Head - Sales &amp; Strategy (telematics),7 - 12 yrs,Gurgaon,"Sales , Retail , Business Development","Internet, Ecommerce",Head/VP/GM/National Manager -Sales,77.00270015,28.42826235,4304
 Sales Engineers,1 - 2 yrs,Chennai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,80.270186,13.0836939,3037
 Senior Laravel Developer,3 - 5 yrs,Ahmedabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,4403
 Hub-Incharge Bangalore,2 - 3 yrs,Bengaluru,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Logistics Manager,77.590082,12.9767936,6376
" QA - Associate , - Business - Operations - DM",3 - 5 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Advertising, PR, MR, Event Management",Software Developer,72.8773928,19.075989899999996,2065
 Staff Nurse,2 - 5 yrs,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Nurse,77.00270015,28.42826235,1624
 Back Office Executive|data Entry Operators|domestic BPO,0 - 3 yrs,"Mumbai,Pune","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,72.840292,18.9560691,4066
 Sr Equity Advisor - 5 nos,6 - 11 yrs,Ahmedabad,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Equity Manager,72.5797068,23.0216238,3655
 Data Scientist - Sql/nosql,2 - 6 yrs,Mumbai,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst,72.8773928,19.075989899999996,6276
 Hiring For Day Shift Non Voice Sal. Up To 24K,0 - 4 yrs,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,6458
 React.js Developer,1 - 3 yrs,Pune,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,73.8544541,18.521428,1637
 Physics- TGT,2 - 5 yrs,Delhi,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,77.22193879999999,28.6517178,5805
 Technical Sales Executive -mumbai,2 - 7 yrs,Mumbai,Other,"Construction, Engineering, Cement, Metals",Other,72.8773928,19.075989899999996,2750
 Urgent Opening - Hp-ux Administrator,3 - 8 yrs,Delhi NCR,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator,77.12121479999999,28.688243800000002,5404
 Support Executive,1 - 3 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Telesales/Telemarketing Executive/Officer,72.8773928,19.075989899999996,4775
 J. Stores - Manager,2 - 4 yrs,Pune,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",Training Manager,73.8544541,18.521428,2509
 Product Manager,5 - 7 yrs,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Product/Brand Manager,77.590082,12.9767936,2282
 Draughtsman,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Recruitment, Staffing",Draughtsman,72.8773928,19.075989899999996,5829
